ID,Category,hiragana,katakana,Notation fluctuation,Notation fluctuation,Notation fluctuation,Notation fluctuation,Notation fluctuation,Notation fluctuation,,,,,,count,Embedding,<UnBasic>
30764,SEXUAL_WORD,いげん,イゲン,威厳,,,,,,,,,,,0,,名詞
30765,SEXUAL_WORD,おうぞく,オウゾク,王族,,,,,,,,,,,0,,名詞
30766,SEXUAL_WORD,きぞく,キゾク,貴族,,,,,,,,,,,0,,名詞
30767,SEXUAL_WORD,へいみん,ヘイミン,平民,,,,,,,,,,,0,,名詞
30768,SEXUAL_WORD,しょみん,ショミン,庶民,,,,,,,,,,,0,,名詞
30769,SEXUAL_WORD,あさだち,アサダチ,朝立ち,,,,,,,,,,,0,,名詞
30770,SEXUAL_WORD,あしぴん,アシピン,足ピン,,,,,,,,,,,0,,<UnBasic>
30771,SEXUAL_WORD,あなるびーず,アナルビーズ,,,,,,,,,,,,0,,<UnBasic>
30772,SEXUAL_WORD,あんぜんび,アンゼンビ,安全日,,,,,,,,,,,0,,<UnBasic>
30773,SEXUAL_WORD,いぶつ,イブツ,異物,,,,,,,,,,,0,,名詞
30774,SEXUAL_WORD,いぶつそうにゅう,イブツソウニュウ,異物挿入,,,,,,,,,,,0,,<UnBasic>
30775,SEXUAL_WORD,しょじょちゅう,ショジョチュウ,処女厨,,,,,,,,,,,0,,<UnBasic>
30776,SEXUAL_WORD,しょじょずき,ショジョズキ,処女好き,,,,,,,,,,,0,,<UnBasic>
30777,SEXUAL_WORD,ヴぁーじんるーぷ,ヴァージンループ,,,,,,,,,,,,0,,<UnBasic>
30778,SEXUAL_WORD,いんにょう,インニョウ,飲尿,,,,,,,,,,,0,,<UnBasic>
30779,SEXUAL_WORD,うまなみ,ウマナミ,馬並み,,,,,,,,,,,0,,<UnBasic>
30780,SEXUAL_WORD,えんかく,エンカク,遠隔,,,,,,,,,,,0,,名詞
30781,SEXUAL_WORD,えんかくちょうきょう,エンカクチョウキョウ,遠隔調教,,,,,,,,,,,0,,<UnBasic>
30782,SEXUAL_WORD,こていぐ,コテイグ,固定具,,,,,,,,,,,0,,<UnBasic>
30783,SEXUAL_WORD,がーたーべると,ガーターベルト,,,,,,,,,,,,0,,<UnBasic>
30784,SEXUAL_WORD,がーふるふれんど,ガーフルフレンド,,,,,,,,,,,,0,,<UnBasic>
30785,SEXUAL_WORD,かずのこてんじょう,カズノコテンジョウ,カズノコ天井,,,,,,,,,,,0,,<UnBasic>
30786,SEXUAL_WORD,ぽんぷ,ポンプ,,,,,,,,,,,,0,,<UnBasic>
30787,SEXUAL_WORD,ぎりまん,ギリマン,義理マン,,,,,,,,,,,0,,<UnBasic>
30788,SEXUAL_WORD,くりきゃっぷ,クリキャップ,,,,,,,,,,,,0,,<UnBasic>
30789,SEXUAL_WORD,げっけいぷれい,ゲッケイプレイ,月経プレイ,,,,,,,,,,,0,,<UnBasic>
30790,SEXUAL_WORD,こっく,コック,,,,,,,,,,,,0,,<UnBasic>
30791,SEXUAL_WORD,こっくりんぐ,コックリング,,,,,,,,,,,,0,,<UnBasic>
30792,SEXUAL_WORD,さるぐつわ,サルグツワ,猿轡,,,,,,,,,,,0,,名詞
30793,SEXUAL_WORD,しゅうちぷれい,シュウチプレイ,羞恥プレイ,,,,,,,,,,,0,,<UnBasic>
30794,SEXUAL_WORD,こうきおまんこ,コウキオマンコ,高貴おまんこ,,,,,,,,,,,0,,<UnBasic>
30795,SEXUAL_WORD,こうき,コウキ,高貴,,,,,,,,,,,0,,名詞
30796,SEXUAL_WORD,しりんじ,シリンジ,,,,,,,,,,,,0,,<UnBasic>
30797,SEXUAL_WORD,しりこん,シリコン,,,,,,,,,,,,0,,<UnBasic>
30798,SEXUAL_WORD,すわっぴんぐ,スワッピング,,,,,,,,,,,,0,,<UnBasic>
30799,SEXUAL_WORD,しんせいほうけい,シンセイホウケイ,真性包茎,,,,,,,,,,,0,,<UnBasic>
30800,SEXUAL_WORD,すぺんす,スペンス,,,,,,,,,,,,0,,<UnBasic>
30801,SEXUAL_WORD,にゅうせん,ニュウセン,乳腺,,,,,,,,,,,0,,名詞
30802,SEXUAL_WORD,ぜつりん,ゼツリン,絶倫,,,,,,,,,,,0,,名詞
30803,SEXUAL_WORD,そくしゃく,ソクシャク,即尺,,,,,,,,,,,0,,<UnBasic>
30804,SEXUAL_WORD,おぷしょん,オプション,,,,,,,,,,,,0,,<UnBasic>
30805,SEXUAL_WORD,たとうがい,タトウガイ,多頭飼い,,,,,,,,,,,0,,<UnBasic>
30806,SEXUAL_WORD,ちっぱい,チッパイ,,,,,,,,,,,,0,,<UnBasic>
30807,SEXUAL_WORD,でぃるどろーたー,ディルドローター,,,,,,,,,,,,0,,<UnBasic>
30808,SEXUAL_WORD,ていしゅうは,テイシュウハ,低周波,,,,,,,,,,,0,,<UnBasic>
30809,SEXUAL_WORD,でんきあんま,デンキアンマ,電気あんま,,,,,,,,,,,0,,<UnBasic>
30810,SEXUAL_WORD,どりる,ドリル,,,,,,,,,,,,0,,<UnBasic>
30811,SEXUAL_WORD,なかおれ,ナカオレ,中折れ,,,,,,,,,,,0,,<UnBasic>
30812,SEXUAL_WORD,なめいぬ,ナメイヌ,舐め犬,,,,,,,,,,,0,,<UnBasic>
30813,SEXUAL_WORD,のんけ,ノンケ,,,,,,,,,,,,0,,<UnBasic>
30814,SEXUAL_WORD,のどわ,ノドワ,のど輪,,,,,,,,,,,0,,名詞
30815,SEXUAL_WORD,のういき,ノウイキ,脳イキ,,,,,,,,,,,0,,<UnBasic>
30816,SEXUAL_WORD,ぱいぷかっと,パイプカット,,,,,,,,,,,,0,,名詞
30817,SEXUAL_WORD,ぴーしーきん,ピーシーキン,PC筋,,,,,,,,,,,0,,<UnBasic>
30818,SEXUAL_WORD,びやく,ビヤク,媚薬,,,,,,,,,,,0,,名詞
30819,SEXUAL_WORD,ぶじー,ブジー,,,,,,,,,,,,0,,<UnBasic>
30820,SEXUAL_WORD,べびー,ベビー,,,,,,,,,,,,0,,<UnBasic>
30821,SEXUAL_WORD,どーる,ドール,,,,,,,,,,,,0,,<UnBasic>
30822,SEXUAL_WORD,ぼうすいしーつ,ボウスイシーツ,防水シーツ,,,,,,,,,,,0,,<UnBasic>
30823,SEXUAL_WORD,ぼんでーじ,ボンデージ,,,,,,,,,,,,0,,<UnBasic>
30824,SEXUAL_WORD,えぬえすえふだぶりゅー,エヌエスエフダブリュー,NSFW,,,,,,,,,,,0,,名詞
30825,SEXUAL_WORD,びーでぃーえすえむ,ビーディーエスエム,BDSM,,,,,,,,,,,0,,名詞
30826,SEXUAL_WORD,まいくろ,マイクロ,,,,,,,,,,,,0,,<UnBasic>
30827,SEXUAL_WORD,まいくろびきに,マイクロビキニ,,,,,,,,,,,,0,,<UnBasic>
30828,SEXUAL_WORD,ましんばいぶ,マシンバイブ,,,,,,,,,,,,0,,<UnBasic>
30829,SEXUAL_WORD,ゆかおな,ユカオナ,床オナ,,,,,,,,,,,0,,<UnBasic>
30830,SEXUAL_WORD,かどおな,カドオナ,角オナ,,,,,,,,,,,0,,<UnBasic>
30831,SEXUAL_WORD,らぶどーる,ラブドール,,,,,,,,,,,,0,,<UnBasic>
30832,SEXUAL_WORD,らぶ,ラブ,,,,,,,,,,,,0,,<UnBasic>
30833,SEXUAL_WORD,らんじぇりー,ランジェリー,,,,,,,,,,,,0,,<UnBasic>
30834,SEXUAL_WORD,わかめ,ワカメ,,,,,,,,,,,,0,,名詞
30835,SEXUAL_WORD,じゃんぐる,ジャングル,,,,,,,,,,,,0,,<UnBasic>
30836,SEXUAL_WORD,しょうかん,ショウカン,娼館,,,,,,,,,,,0,,名詞
30837,SEXUAL_WORD,のーまる,ノーマル,,,,,,,,,,,,0,,<UnBasic>
30838,SEXUAL_WORD,みみず,ミミズ,,,,,,,,,,,,0,,名詞
30839,SEXUAL_WORD,おーく,オーク,,,,,,,,,,,,0,,<UnBasic>
30840,SEXUAL_WORD,ごぶりん,ゴブリン,,,,,,,,,,,,0,,<UnBasic>
30841,SEXUAL_WORD,たいめんきじょうい,タイメンキジョウイ,対面騎乗位,,,,,,,,,,,0,,<UnBasic>
30842,SEXUAL_WORD,ゆうが,ユウガ,優雅,,,,,,,,,,,0,,名詞
30843,SEXUAL_WORD,しりなめ,シリナメ,尻舐め,,,,,,,,,,,0,,<UnBasic>
30844,SEXUAL_WORD,あなるなめ,アナルナメ,アナル舐め,,,,,,,,,,,0,,<UnBasic>
30845,SEXUAL_WORD,でぃーぷきす,ディープキス,,,,,,,,,,,,0,,<UnBasic>
30846,SEXUAL_WORD,れんぞくしゃせい,レンゾクシャセイ,連続射精,,,,,,,,,,,0,,<UnBasic>
30847,SEXUAL_WORD,ぽるの,ポルノ,,,,,,,,,,,,0,,<UnBasic>
30848,SEXUAL_WORD,ひみつ,ヒミツ,秘密,,,,,,,,,,,0,,名詞
30849,SEXUAL_WORD,まほうしょうじょ,マホウショウジョ,魔法少女,,,,,,,,,,,0,,<UnBasic>
30850,SEXUAL_WORD,ろてんぶろ,ロテンブロ,露天風呂,,,,,,,,,,,0,,名詞
30851,SEXUAL_WORD,おにぃ,オニィ,お兄ぃ,,,,,,,,,,,0,,<UnBasic>
30852,SEXUAL_WORD,かんしゅ,カンシュ,看守,,,,,,,,,,,0,,名詞
30853,SEXUAL_WORD,ろいやる,ロイヤル,,,,,,,,,,,,0,,<UnBasic>
30854,SEXUAL_WORD,ろいやるおまんこ,ロイヤルオマンコ,,,,,,,,,,,,0,,<UnBasic>
30855,SEXUAL_WORD,せいしょり,セイショリ,,,,,,,,,,,,0,,<UnBasic>
30856,SEXUAL_WORD,せいしょりがかり,セイショリガカリ,性処理係,,,,,,,,,,,0,,<UnBasic>
30857,SEXUAL_WORD,とくべつ,トクベツ,特別,,,,,,,,,,,0,,名詞
30858,SEXUAL_WORD,さーびす,サービス,,,,,,,,,,,,0,,<UnBasic>
30859,SEXUAL_WORD,れつじょう,レツジョウ,劣情,,,,,,,,,,,0,,名詞
30860,SEXUAL_WORD,ねこみみ,ネコミミ,ねこ耳,猫耳,,,,,,,,,,0,,<UnBasic>
30861,SEXUAL_WORD,うさみみ,ウサミミ,うさ耳,兎耳,,,,,,,,,,0,,<UnBasic>
30862,SEXUAL_WORD,げんていはいしん,ゲンテイハイシン,限定配信,,,,,,,,,,,0,,<UnBasic>
30863,SEXUAL_WORD,ねこ,ネコ,猫,,,,,,,,,,,0,,名詞
30864,SEXUAL_WORD,いぬ,イヌ,犬,,,,,,,,,,,0,,名詞
30865,SEXUAL_WORD,だけん,ダケン,駄犬,,,,,,,,,,,0,,名詞
30866,SEXUAL_WORD,こくみんてき,コクミンテキ,国民的,,,,,,,,,,,0,,<UnBasic>
30867,SEXUAL_WORD,たいきゅう,タイキュウ,耐久,,,,,,,,,,,0,,名詞
30868,SEXUAL_WORD,ちじょく,チジョク,恥辱,,,,,,,,,,,0,,名詞
30869,SEXUAL_WORD,はりつけ,ハリツケ,磔,,,,,,,,,,,0,,名詞
30870,SEXUAL_WORD,ぷにあな,プニアナ,ぷに穴,プニ穴,,,,,,,,,,0,,<UnBasic>
30871,SEXUAL_WORD,いじめっこ,イジメッコ,いじめっ子,虐めっ子,,,,,,,,,,0,,<UnBasic>
30872,SEXUAL_WORD,いじめられっこ,イジメラレッコ,いじめられっ子,虐められっ子,,,,,,,,,,0,,<UnBasic>
30873,SEXUAL_WORD,いいなり,イイナリ,言いなり,,,,,,,,,,,0,,名詞
30874,SEXUAL_WORD,さからう,サカラウ,逆らう,,,,,,,,,,,0,,動詞
30875,SEXUAL_WORD,さからえない,サカラエナイ,逆らえない,,,,,,,,,,,0,,<UnBasic>
30876,SEXUAL_WORD,みせあい,ミセアイ,見せあい,,,,,,,,,,,0,,<UnBasic>
30877,SEXUAL_WORD,よんぴー,ヨンピー,4P,,,,,,,,,,,0,,<UnBasic>
30878,SEXUAL_WORD,おば,オバ,叔母,,,,,,,,,,,0,,名詞
30879,SEXUAL_WORD,おばさん,オバサン,叔母さん,,,,,,,,,,,0,,名詞
30880,SEXUAL_WORD,ぎぼ,ギボ,義母,,,,,,,,,,,0,,名詞
30881,SEXUAL_WORD,おじ,オジ,叔父,,,,,,,,,,,0,,名詞
30882,SEXUAL_WORD,おじさん,オジサン,叔父さん,オジサン,,,,,,,,,,0,,名詞
30883,SEXUAL_WORD,おじさま,オジサマ,叔父様,おじ様,,,,,,,,,,0,,<UnBasic>
30884,SEXUAL_WORD,ちち,チチ,父,,,,,,,,,,,0,,名詞
30885,SEXUAL_WORD,はは,ハハ,母,,,,,,,,,,,0,,名詞
30886,SEXUAL_WORD,ほいくえん,ホイクエン,保育園,,,,,,,,,,,0,,名詞
30887,SEXUAL_WORD,ようちえん,ヨウチエン,幼稚園,,,,,,,,,,,0,,名詞
30888,SEXUAL_WORD,りせい,リセイ,理性,,,,,,,,,,,0,,名詞
30889,SEXUAL_WORD,ほうかい,ホウカイ,崩壊,,,,,,,,,,,0,,名詞
30890,SEXUAL_WORD,しっと,シット,嫉妬,,,,,,,,,,,0,,名詞
30891,SEXUAL_WORD,いんび,インビ,淫靡,,,,,,,,,,,0,,名詞
30892,SEXUAL_WORD,むち,ムチ,無知,,,,,,,,,,,0,,名詞
30893,SEXUAL_WORD,むちろり,ムチロリ,無知ロリ,,,,,,,,,,,0,,<UnBasic>
30894,SEXUAL_WORD,どうぐ,ドウグ,道具,,,,,,,,,,,0,,名詞
30895,SEXUAL_WORD,あいてむ,アイテム,,,,,,,,,,,,0,,<UnBasic>
30896,SEXUAL_WORD,のろい,ノロイ,呪い,,,,,,,,,,,0,,名詞
30897,SEXUAL_WORD,ていそう,テイソウ,貞操,,,,,,,,,,,0,,名詞
30898,SEXUAL_WORD,ていそうかんねん,テイソウカンネン,貞操観念,,,,,,,,,,,0,,<UnBasic>
30899,SEXUAL_WORD,まわす,マワス,輪す,,,,,,,,,,,0,,<UnBasic>
30900,SEXUAL_WORD,むじょうけん,ムジョウケン,無条件,,,,,,,,,,,0,,名詞
30901,SEXUAL_WORD,あんどろいど,アンドロイド,,,,,,,,,,,,0,,<UnBasic>
30902,SEXUAL_WORD,ゆり,ユリ,百合,,,,,,,,,,,0,,<UnBasic>
30903,SEXUAL_WORD,がーぜ,ガーゼ,,,,,,,,,,,,0,,<UnBasic>
30904,SEXUAL_WORD,ごっこ,ゴッコ,,,,,,,,,,,,0,,名詞
30905,SEXUAL_WORD,おいしゃさん,オイシャサン,お医者さん,,,,,,,,,,,0,,<UnBasic>
30906,SEXUAL_WORD,いえで,イエデ,家出,,,,,,,,,,,0,,名詞
30907,SEXUAL_WORD,くすり,クスリ,薬,,,,,,,,,,,0,,名詞
30908,SEXUAL_WORD,ちゅうしゃ,チュウシャ,注射,,,,,,,,,,,0,,名詞
30909,SEXUAL_WORD,ふたご,フタゴ,双子,,,,,,,,,,,0,,名詞
30910,SEXUAL_WORD,なーす,ナース,,,,,,,,,,,,0,,<UnBasic>
30911,SEXUAL_WORD,かっしょく,カッショク,褐色,,,,,,,,,,,0,,名詞
30912,SEXUAL_WORD,じんかく,ジンカク,人格,,,,,,,,,,,0,,名詞
30913,SEXUAL_WORD,ひてい,ヒテイ,否定,,,,,,,,,,,0,,名詞
30914,SEXUAL_WORD,えすて,エステ,,,,,,,,,,,,0,,<UnBasic>
30915,SEXUAL_WORD,すろー,スロー,,,,,,,,,,,,0,,<UnBasic>
30916,SEXUAL_WORD,はいすぴーど,ハイスピード,,,,,,,,,,,,0,,<UnBasic>
30917,SEXUAL_WORD,ゆうめい,ユウメイ,有名,,,,,,,,,,,0,,名詞
30918,SEXUAL_WORD,むめい,ムメイ,無名,,,,,,,,,,,0,,名詞
30919,SEXUAL_WORD,いきり,イキリ,イキり,,,,,,,,,,,0,,<UnBasic>
30920,SEXUAL_WORD,めがみ,メガミ,女神,,,,,,,,,,,0,,名詞
30921,SEXUAL_WORD,あくま,アクマ,悪魔,,,,,,,,,,,0,,名詞
30922,SEXUAL_WORD,むま,ムマ,夢魔,,,,,,,,,,,0,,名詞
30923,SEXUAL_WORD,いんま,インマ,淫魔,,,,,,,,,,,0,,名詞
30924,SEXUAL_WORD,かんちがい,カンチガイ,勘違い,,,,,,,,,,,0,,名詞
30925,SEXUAL_WORD,でりへる,デリヘル,,,,,,,,,,,,0,,<UnBasic>
30926,SEXUAL_WORD,でりばりーへるす,デリバリーヘルス,,,,,,,,,,,,0,,<UnBasic>
30927,SEXUAL_WORD,ほてへる,ホテヘル,,,,,,,,,,,,0,,<UnBasic>
30928,SEXUAL_WORD,ほてるへるす,ホテルヘルス,,,,,,,,,,,,0,,<UnBasic>
30929,SEXUAL_WORD,えーえすえむあーる,エーエスエムアール,ASMR,,,,,,,,,,,0,,名詞
30930,SEXUAL_WORD,とりぷる,トリプル,,,,,,,,,,,,0,,<UnBasic>
30931,SEXUAL_WORD,しんぐる,シングル,,,,,,,,,,,,0,,<UnBasic>
30932,SEXUAL_WORD,そろぷれい,ソロプレイ,,,,,,,,,,,,0,,<UnBasic>
30933,SEXUAL_WORD,ちぇき,チェキ,,,,,,,,,,,,0,,<UnBasic>
30934,SEXUAL_WORD,ちぇきかい,チェキカイ,チェキ会,,,,,,,,,,,0,,<UnBasic>
30935,SEXUAL_WORD,まぞひすと,マゾヒスト,,,,,,,,,,,,0,,<UnBasic>
30936,SEXUAL_WORD,さど,サド,,,,,,,,,,,,0,,<UnBasic>
30937,SEXUAL_WORD,さでぃすと,サディスト,,,,,,,,,,,,0,,<UnBasic>
30938,SEXUAL_WORD,かんびょう,カンビョウ,看病,,,,,,,,,,,0,,名詞
30939,SEXUAL_WORD,そくちん,ソクチン,即ちん,即チン,,,,,,,,,,0,,<UnBasic>
30940,SEXUAL_WORD,そくまん,ソクマン,即まん,即マン,,,,,,,,,,0,,<UnBasic>
30941,SEXUAL_WORD,あせだく,アセダク,汗だく,,,,,,,,,,,0,,名詞
30942,SEXUAL_WORD,ろりきょにゅう,ロリキョニュウ,ロリ巨乳,,,,,,,,,,,0,,<UnBasic>
30943,SEXUAL_WORD,しんこん,シンコン,新婚,,,,,,,,,,,0,,名詞
30944,SEXUAL_WORD,しゅうち,シュウチ,羞恥,,,,,,,,,,,0,,名詞
30945,SEXUAL_WORD,みみかき,ミミカキ,耳かき,,,,,,,,,,,0,,名詞
30946,SEXUAL_WORD,やりもく,ヤリモク,ヤリ目,,,,,,,,,,,0,,<UnBasic>
30947,SEXUAL_WORD,いんきゃ,インキャ,陰キャ,,,,,,,,,,,0,,<UnBasic>
30948,SEXUAL_WORD,ようきゃ,ヨウキャ,陽キャ,,,,,,,,,,,0,,<UnBasic>
30949,SEXUAL_WORD,びじねす,ビジネス,,,,,,,,,,,,0,,名詞
30950,SEXUAL_WORD,あどりぶ,アドリブ,,,,,,,,,,,,0,,<UnBasic>
30951,SEXUAL_WORD,にゃんこ,ニャンコ,,,,,,,,,,,,0,,<UnBasic>
30952,SEXUAL_WORD,もぶ,モブ,,,,,,,,,,,,0,,<UnBasic>
30953,SEXUAL_WORD,まじかる,マジカル,,,,,,,,,,,,0,,<UnBasic>
30954,SEXUAL_WORD,びしょうじょ,ビショウジョ,美少女,,,,,,,,,,,0,,名詞
30955,SEXUAL_WORD,しょうねん,ショウネン,少年,,,,,,,,,,,0,,名詞
30956,SEXUAL_WORD,びしょうねん,ビショウネン,美少年,,,,,,,,,,,0,,名詞
30957,SEXUAL_WORD,まーきんぐ,マーキング,,,,,,,,,,,,0,,<UnBasic>
30958,SEXUAL_WORD,ずり,ズリ,,,,,,,,,,,,0,,名詞
30959,SEXUAL_WORD,きんよく,キンヨク,禁欲,,,,,,,,,,,0,,名詞
30960,SEXUAL_WORD,きんき,キンキ,禁忌,,,,,,,,,,,0,,名詞
30961,SEXUAL_WORD,てくにっく,テクニック,,,,,,,,,,,,0,,<UnBasic>
30962,SEXUAL_WORD,なまおなほ,ナマオナホ,生オナホ,,,,,,,,,,,0,,<UnBasic>
30963,SEXUAL_WORD,めすくさい,メスクサイ,雌臭い,メスくさい,メス臭い,,,,,,,,,0,,<UnBasic>
30964,SEXUAL_WORD,おすくさい,オスクサイ,雄臭い,オスくさい,オス臭い,,,,,,,,,0,,<UnBasic>
30965,SEXUAL_WORD,めすじる,メスジル,雌汁,メス汁,,,,,,,,,,0,,<UnBasic>
30966,SEXUAL_WORD,こばか,コバカ,小馬鹿,小ばか,,,,,,,,,,0,,名詞
30967,SEXUAL_WORD,きょうあく,キョウアク,凶悪,,,,,,,,,,,0,,名詞
30968,SEXUAL_WORD,かみつき,カミツキ,噛みつき,,,,,,,,,,,0,,動詞
30969,SEXUAL_WORD,あしこき,アシコキ,足コキ,,,,,,,,,,,0,,<UnBasic>
30970,SEXUAL_WORD,ざーめんべんき,ザーメンベンキ,ザーメン便器,,,,,,,,,,,0,,<UnBasic>
30971,SEXUAL_WORD,ざーめんぶろ,ザーメンブロ,ザーメン風呂,,,,,,,,,,,0,,<UnBasic>
30972,SEXUAL_WORD,しょくしゅぶろ,ショクシュブロ,触手風呂,,,,,,,,,,,0,,<UnBasic>
30973,SEXUAL_WORD,かんかくしゃだん,カンカクシャダン,感覚遮断,,,,,,,,,,,0,,<UnBasic>
30974,SEXUAL_WORD,かんかくしゃだんおとしあな,カンカクシャダンオトシアナ,感覚遮断落とし穴,,,,,,,,,,,0,,<UnBasic>
30975,SEXUAL_WORD,おとしあな,オトシアナ,落とし穴,,,,,,,,,,,0,,名詞
30976,SEXUAL_WORD,はいかい,ハイカイ,徘徊,,,,,,,,,,,0,,名詞
30977,SEXUAL_WORD,たねつけおじさん,タネツケオジサン,種付けおじさん,,,,,,,,,,,0,,<UnBasic>
30978,SEXUAL_WORD,そちん,ソチン,租ちん,租チン,,,,,,,,,,0,,<UnBasic>
30979,SEXUAL_WORD,こしふり,コシフリ,腰降り,,,,,,,,,,,0,,<UnBasic>
30980,SEXUAL_WORD,おそわれる,オソワレル,襲われる,,,,,,,,,,,0,,<UnBasic>
30981,SEXUAL_WORD,うちき,ウチキ,内気,,,,,,,,,,,0,,名詞
30982,SEXUAL_WORD,つよき,ツヨキ,強気,,,,,,,,,,,0,,名詞
30983,SEXUAL_WORD,こんぷれっくす,コンプレックス,,,,,,,,,,,,0,,<UnBasic>
30984,SEXUAL_WORD,まぞおす,マゾオス,マゾオス,マゾ雄,,,,,,,,,,0,,名詞
30985,SEXUAL_WORD,まぞめす,マゾメス,マゾメス,マゾ雌,,,,,,,,,,0,,名詞
30986,SEXUAL_WORD,ことばぜめ,コトバゼメ,言葉責め,言葉攻め,,,,,,,,,,0,,<UnBasic>
30987,SEXUAL_WORD,うつ,ウツ,鬱,,,,,,,,,,,0,,名詞
30988,SEXUAL_WORD,ほうふく,ホウフク,報復,,,,,,,,,,,0,,名詞
30989,SEXUAL_WORD,ふくしゅう,フクシュウ,復習,,,,,,,,,,,0,,名詞
30990,SEXUAL_WORD,さきっぽ,サキッポ,先っぽ,,,,,,,,,,,0,,<UnBasic>
30991,SEXUAL_WORD,せいてんかん,セイテンカン,性転換,,,,,,,,,,,0,,<UnBasic>
30992,SEXUAL_WORD,せんよう,センヨウ,専用,,,,,,,,,,,0,,名詞
30993,SEXUAL_WORD,だまらせ,ダマラセ,黙らせ,,,,,,,,,,,0,,<UnBasic>
30994,SEXUAL_WORD,あくりょう,アクリョウ,悪霊,,,,,,,,,,,0,,名詞
30995,SEXUAL_WORD,けんさ,ケンサ,検査,,,,,,,,,,,0,,名詞
30996,SEXUAL_WORD,おたく,オタク,,,,,,,,,,,,0,,<UnBasic>
30997,SEXUAL_WORD,とうすい,トウスイ,陶酔,,,,,,,,,,,0,,名詞
30998,SEXUAL_WORD,ぜろきょり,ゼロキョリ,ゼロ距離,,,,,,,,,,,0,,<UnBasic>
30999,SEXUAL_WORD,ほうようりょく,ホウヨウリョク,包容力,,,,,,,,,,,0,,<UnBasic>
31000,SEXUAL_WORD,くりちんぽ,クリチンポ,,,,,,,,,,,,0,,<UnBasic>
31001,SEXUAL_WORD,だめいど,ダメイド,駄メイド,,,,,,,,,,,0,,<UnBasic>
31002,SEXUAL_WORD,だめがみ,ダメガミ,駄女神,,,,,,,,,,,0,,<UnBasic>
31003,SEXUAL_WORD,あいされ,アイサレ,愛され,,,,,,,,,,,0,,<UnBasic>
31004,SEXUAL_WORD,にんぎょう,ニンギョウ,人形,,,,,,,,,,,0,,名詞
31005,SEXUAL_WORD,こらぼ,コラボ,コラボ,,,,,,,,,,,0,,名詞
31006,SEXUAL_WORD,にっぷれす,ニップレス,,,,,,,,,,,,0,,<UnBasic>
31007,SEXUAL_WORD,まねーじゃー,マネージャー,,,,,,,,,,,,0,,<UnBasic>
31008,SEXUAL_WORD,ぷろでゅーさー,プロデューサー,,,,,,,,,,,,0,,<UnBasic>
31009,SEXUAL_WORD,ひにん,ヒニン,避妊,,,,,,,,,,,0,,名詞
31010,SEXUAL_WORD,ひにんぐ,ヒニング,避妊具,,,,,,,,,,,0,,<UnBasic>
31011,SEXUAL_WORD,ぴる,ピル,,,,,,,,,,,,0,,名詞
31012,SEXUAL_WORD,あふたーぴる,アフターピル,,,,,,,,,,,,0,,<UnBasic>
31013,SEXUAL_WORD,きゅうけい,キュウケイ,休憩,,,,,,,,,,,0,,名詞
31014,SEXUAL_WORD,つり,ツリ,吊り,,,,,,,,,,,0,,動詞
31015,SEXUAL_WORD,えびぞり,エビゾリ,えび反り,エビ反り,,,,,,,,,,0,,<UnBasic>
31016,SEXUAL_WORD,ばいあぐら,バイアグラ,,,,,,,,,,,,0,,<UnBasic>
31017,SEXUAL_WORD,ぱぱ,パパ,,,,,,,,,,,,0,,名詞
31018,SEXUAL_WORD,かっぷ,カップ,,,,,,,,,,,,1,,<UnBasic>
31019,SEXUAL_WORD,だぶるえーかっぷ,ダブルエーカップ,AAカップ,,,,,,,,,,,0,<BREAST_CUP_SIZE>,<UnBasic>
31020,SEXUAL_WORD,えーかっぷ,エーカップ,Aカップ,,,,,,,,,,,0,<BREAST_CUP_SIZE>,<UnBasic>
31021,SEXUAL_WORD,びーかっぷ,ビーカップ,Bカップ,,,,,,,,,,,0,<BREAST_CUP_SIZE>,<UnBasic>
31022,SEXUAL_WORD,しーかっぷ,シーカップ,Cカップ,,,,,,,,,,,0,<BREAST_CUP_SIZE>,<UnBasic>
31023,SEXUAL_WORD,でぃーかっぷ,ディーカップ,Dカップ,,,,,,,,,,,0,<BREAST_CUP_SIZE>,<UnBasic>
31024,SEXUAL_WORD,いーかっぷ,イーカップ,Eカップ,,,,,,,,,,,0,<BREAST_CUP_SIZE>,<UnBasic>
31025,SEXUAL_WORD,えふかっぷ,エフカップ,Fカップ,,,,,,,,,,,1,<BREAST_CUP_SIZE>,<UnBasic>
31026,SEXUAL_WORD,じーかっぷ,ジーカップ,Gカップ,,,,,,,,,,,0,<BREAST_CUP_SIZE>,<UnBasic>
31027,SEXUAL_WORD,えいちかっぷ,エイチカップ,Hカップ,,,,,,,,,,,0,<BREAST_CUP_SIZE>,<UnBasic>
31028,SEXUAL_WORD,あいかっぷ,アイカップ,Iカップ,,,,,,,,,,,0,<BREAST_CUP_SIZE>,<UnBasic>
31029,SEXUAL_WORD,じぇーかっぷ,ジェーカップ,Jカップ,,,,,,,,,,,0,<BREAST_CUP_SIZE>,<UnBasic>
31030,SEXUAL_WORD,けーかっぷ,ケーカップ,Kカップ,,,,,,,,,,,0,<BREAST_CUP_SIZE>,<UnBasic>
31031,SEXUAL_WORD,えるかっぷ,エルカップ,Lカップ,,,,,,,,,,,0,<BREAST_CUP_SIZE>,<UnBasic>
31032,SEXUAL_WORD,たにま,タニマ,谷間,,,,,,,,,,,0,,名詞
31033,SEXUAL_WORD,だにく,ダニク,駄肉,,,,,,,,,,,0,,<UnBasic>
