ID,Category,hiragana,katakana,kanji,count
30426,SEXUAL_WORD,あいがんどうぶつ,アイガンドウブツ,愛玩動物,0
30427,SEXUAL_WORD,とうさつ,トウサツ,盗撮,0
30428,SEXUAL_WORD,にんしきそがい,ニンシキソガイ,認識阻害,0
30429,SEXUAL_WORD,ぎまい,ギマイ,義妹,0
30430,SEXUAL_WORD,ぎあね,ギアネ,義姉,0
30431,SEXUAL_WORD,きすま,キスマ,キス魔,0
30432,SEXUAL_WORD,めんへら,メンヘラ,,0
30433,SEXUAL_WORD,つんでれ,ツンデレ,,0
30434,SEXUAL_WORD,やんでれ,ヤンデレ,,0
30435,SEXUAL_WORD,くーでれ,クーデレ,,0
30436,SEXUAL_WORD,でれでれ,デレデレ,,0
30437,SEXUAL_WORD,りふれ,リフレ,,0
30438,SEXUAL_WORD,めんえす,メンエス,,0
30439,SEXUAL_WORD,めんずえすて,メンズエステ,,0
30440,SEXUAL_WORD,しゃくはち,シャクハチ,尺八,0
30441,SEXUAL_WORD,ばぎな,バギナ,,0
30442,SEXUAL_WORD,ヴぁぎな,ヴァギナ,,0
30443,SEXUAL_WORD,ひぶ,ヒブ,秘部,0
30444,SEXUAL_WORD,みつあな,ミツアナ,蜜穴,0
30445,SEXUAL_WORD,にくあな,ニクアナ,肉穴,0
30446,SEXUAL_WORD,にくおなほ,ニクオナホ,肉オナホ,0
30447,SEXUAL_WORD,あそこ,アソコ,,0
30448,SEXUAL_WORD,また,マタ,,12
30449,SEXUAL_WORD,おまた,オマタ,,2
30450,SEXUAL_WORD,ちつ,チツ,膣,2
30451,SEXUAL_WORD,ちきゅう,チキュウ,恥丘,0
30452,SEXUAL_WORD,じゅせいらん,ジュセイラン,受精卵,0
30453,SEXUAL_WORD,むせいらん,ムセイラン,無精卵,0
30454,SEXUAL_WORD,おかす,オカス,犯す,0
30455,SEXUAL_WORD,さつえい,サツエイ,撮影,0
30456,SEXUAL_WORD,はいしん,ハイシン,配信,10
30457,SEXUAL_WORD,こすぷれ,コスプレ,,0
30458,SEXUAL_WORD,どうじん,ドウジン,同人,0
30459,SEXUAL_WORD,どうじんえーぶい,ドウジンエーブイ,同人AV,0
30460,SEXUAL_WORD,こすぷれえーぶい,コスプレエーブイ,コスプレAV,0
30461,SEXUAL_WORD,えろこす,エロコス,,0
30462,SEXUAL_WORD,えろこすぷれいやー,エロコスプレイヤー,,0
30463,SEXUAL_WORD,ぱんもろ,パンモロ,,0
30464,SEXUAL_WORD,せっくすあぴーる,セックスアピール,,0
30465,SEXUAL_WORD,しっくすないん,シックスナイン,,0
30466,SEXUAL_WORD,しょくざー,ショクザー,食ザー,0
30467,SEXUAL_WORD,しょうふ,ショウフ,娼婦,0
30468,SEXUAL_WORD,えーぶいじょゆう,エーブイジョユウ,AV女優,0
30469,SEXUAL_WORD,しろうともの,シロウトモノ,素人モノ,0
30470,SEXUAL_WORD,ひしょじょ,ヒショジョ,非処女,0
30471,SEXUAL_WORD,おたくにやさしいぎゃる,オタクニヤサシイギャル,オタクに優しいギャル,0
30472,SEXUAL_WORD,だっちわいふ,ダッチワイフ,,0
30473,SEXUAL_WORD,はらませ,ハラマセ,孕ませ,1
30474,SEXUAL_WORD,はらむ,ハラム,孕む,0
30475,SEXUAL_WORD,ちかん,チカン,痴漢,0
30476,SEXUAL_WORD,めす,メス,雌,9
30477,SEXUAL_WORD,おす,オス,雄,2
30478,SEXUAL_WORD,おすじる,オスジル,雄汁,0
30479,SEXUAL_WORD,わいだん,ワイダン,猥談,0
30480,SEXUAL_WORD,しもねた,シモネタ,下ネタ,0
30481,SEXUAL_WORD,せくはら,セクハラ,,0
30482,SEXUAL_WORD,せくしゃるはらすめんと,セクシャルハラスメント,,0
30483,SEXUAL_WORD,えろげ,エロゲ,,0
30484,SEXUAL_WORD,えろげー,エロゲー,,0
30485,SEXUAL_WORD,あだるとげーむ,アダルトゲーム,,0
30486,SEXUAL_WORD,ちょうにゅう,チョウニュウ,長乳,0
30487,SEXUAL_WORD,むにゅう,ムニュウ,無乳,0
30488,SEXUAL_WORD,きょうだい,キョウダイ,兄妹,0
30489,SEXUAL_WORD,しまいどん,シマイドン,姉妹丼,0
30490,SEXUAL_WORD,おやこどん,オヤコドン,親子丼,0
30491,SEXUAL_WORD,ちんこび,チンコビ,ちん媚,0
30492,SEXUAL_WORD,おすまんこ,オスマンコ,雄まんこ,0
30493,SEXUAL_WORD,じゅうじゅん,ジュウジュン,従順,1
30494,SEXUAL_WORD,ふともも,フトモモ,,0
30495,SEXUAL_WORD,ぜったいりょういき,ゼッタイリョウイキ,絶対領域,0
30496,SEXUAL_WORD,ぽーるだんす,ポールダンス,,0
30497,SEXUAL_WORD,あまがみ,アマガミ,甘噛み,0
30498,SEXUAL_WORD,きすまーく,キスマーク,,0
30499,SEXUAL_WORD,ぺろぺろ,ペロペロ,,0
30500,SEXUAL_WORD,ぐりぐり,グリグリ,,0
30501,SEXUAL_WORD,かりかり,カリカリ,,26
30502,SEXUAL_WORD,ちくびあてげーむ,チクビアテゲーム,乳首当てゲーム,0
30503,SEXUAL_WORD,おうさまげーむ,オウサマゲーム,王様ゲーム,0
30504,SEXUAL_WORD,やりさー,ヤリサー,,0
30505,SEXUAL_WORD,てにさー,テニサー,,0
30506,SEXUAL_WORD,ひわい,ヒワイ,卑猥,0
30507,SEXUAL_WORD,にょたいか,ニョタイカ,女体化,3
30508,SEXUAL_WORD,じょそうだんし,ジョソウダンシ,女装男子,0
30509,SEXUAL_WORD,,,,0
30510,SEXUAL_WORD,,,,0
30511,SEXUAL_WORD,,,,0
30512,SEXUAL_WORD,,,,0
30513,SEXUAL_WORD,,,,0
30514,SEXUAL_WORD,,,,0
30515,SEXUAL_WORD,,,,0
30516,SEXUAL_WORD,,,,0
30517,SEXUAL_WORD,,,,0
30518,SEXUAL_WORD,,,,0
30519,SEXUAL_WORD,,,,0
30520,SEXUAL_WORD,,,,0
30521,SEXUAL_WORD,,,,0
30522,SEXUAL_WORD,,,,0
30523,SEXUAL_WORD,,,,0
30524,SEXUAL_WORD,,,,0
30525,SEXUAL_WORD,,,,0
30526,SEXUAL_WORD,,,,0
30527,SEXUAL_WORD,,,,0
30528,SEXUAL_WORD,,,,0
30529,SEXUAL_WORD,,,,0
30530,SEXUAL_WORD,,,,0
30531,SEXUAL_WORD,,,,0
30532,SEXUAL_WORD,,,,0
30533,SEXUAL_WORD,,,,0
30534,SEXUAL_WORD,,,,0
30535,SEXUAL_WORD,,,,0
30536,SEXUAL_WORD,,,,0
30537,SEXUAL_WORD,,,,0
30538,SEXUAL_WORD,,,,0
30539,SEXUAL_WORD,,,,0
30540,SEXUAL_WORD,,,,0
30541,SEXUAL_WORD,,,,0
30542,SEXUAL_WORD,,,,0
30543,SEXUAL_WORD,,,,0
30544,SEXUAL_WORD,,,,0
30545,SEXUAL_WORD,,,,0
30546,SEXUAL_WORD,,,,0
30547,SEXUAL_WORD,,,,0
30548,SEXUAL_WORD,,,,0
30549,SEXUAL_WORD,,,,0
30550,SEXUAL_WORD,,,,0
30551,SEXUAL_WORD,,,,0
30552,SEXUAL_WORD,,,,0
30553,SEXUAL_WORD,,,,0
30554,SEXUAL_WORD,,,,0
30555,SEXUAL_WORD,,,,0
30556,SEXUAL_WORD,,,,0
30557,SEXUAL_WORD,,,,0
30558,SEXUAL_WORD,,,,0
30559,SEXUAL_WORD,,,,0
30560,SEXUAL_WORD,,,,0
30561,SEXUAL_WORD,,,,0
30562,SEXUAL_WORD,,,,0
30563,SEXUAL_WORD,,,,0
30564,SEXUAL_WORD,,,,0
30565,SEXUAL_WORD,,,,0
30566,SEXUAL_WORD,,,,0
30567,SEXUAL_WORD,,,,0
30568,SEXUAL_WORD,,,,0
30569,SEXUAL_WORD,,,,0
30570,SEXUAL_WORD,,,,0
30571,SEXUAL_WORD,,,,0
30572,SEXUAL_WORD,,,,0
30573,SEXUAL_WORD,,,,0
30574,SEXUAL_WORD,,,,0
30575,SEXUAL_WORD,,,,0
30576,SEXUAL_WORD,,,,0
30577,SEXUAL_WORD,,,,0
30578,SEXUAL_WORD,,,,0
30579,SEXUAL_WORD,,,,0
30580,SEXUAL_WORD,,,,0
30581,SEXUAL_WORD,,,,0
30582,SEXUAL_WORD,,,,0
30583,SEXUAL_WORD,,,,0
30584,SEXUAL_WORD,,,,0
30585,SEXUAL_WORD,,,,0
30586,SEXUAL_WORD,,,,0
30587,SEXUAL_WORD,,,,0
30588,SEXUAL_WORD,,,,0
30589,SEXUAL_WORD,,,,0
30590,SEXUAL_WORD,,,,0
30591,SEXUAL_WORD,,,,0
30592,SEXUAL_WORD,,,,0
30593,SEXUAL_WORD,,,,0
30594,SEXUAL_WORD,,,,0
30595,SEXUAL_WORD,,,,0
30596,SEXUAL_WORD,,,,0
30597,SEXUAL_WORD,,,,0
30598,SEXUAL_WORD,,,,0
30599,SEXUAL_WORD,,,,0
30600,SEXUAL_WORD,,,,0
30601,SEXUAL_WORD,,,,0
30602,SEXUAL_WORD,,,,0
30603,SEXUAL_WORD,,,,0
30604,SEXUAL_WORD,,,,0
30605,SEXUAL_WORD,,,,0
30606,SEXUAL_WORD,,,,0
30607,SEXUAL_WORD,,,,0
30608,SEXUAL_WORD,,,,0
30609,SEXUAL_WORD,,,,0
30610,SEXUAL_WORD,,,,0
30611,SEXUAL_WORD,,,,0
30612,SEXUAL_WORD,,,,0
30613,SEXUAL_WORD,,,,0
30614,SEXUAL_WORD,,,,0
30615,SEXUAL_WORD,,,,0
30616,SEXUAL_WORD,,,,0
30617,SEXUAL_WORD,,,,0
30618,SEXUAL_WORD,,,,0
30619,SEXUAL_WORD,,,,0
30620,SEXUAL_WORD,,,,0
30621,SEXUAL_WORD,,,,0
30622,SEXUAL_WORD,,,,0
30623,SEXUAL_WORD,,,,0
30624,SEXUAL_WORD,,,,0
30625,SEXUAL_WORD,,,,0
30626,SEXUAL_WORD,,,,0
30627,SEXUAL_WORD,,,,0
30628,SEXUAL_WORD,,,,0
30629,SEXUAL_WORD,,,,0
30630,SEXUAL_WORD,,,,0
30631,SEXUAL_WORD,,,,0
30632,SEXUAL_WORD,,,,0
30633,SEXUAL_WORD,,,,0
30634,SEXUAL_WORD,,,,0
30635,SEXUAL_WORD,,,,0
30636,SEXUAL_WORD,,,,0
30637,SEXUAL_WORD,,,,0
30638,SEXUAL_WORD,,,,0
30639,SEXUAL_WORD,,,,0
30640,SEXUAL_WORD,,,,0
30641,SEXUAL_WORD,,,,0
30642,SEXUAL_WORD,,,,0
30643,SEXUAL_WORD,,,,0
30644,SEXUAL_WORD,,,,0
30645,SEXUAL_WORD,,,,0
30646,SEXUAL_WORD,,,,0
30647,SEXUAL_WORD,,,,0
30648,SEXUAL_WORD,,,,0
30649,SEXUAL_WORD,,,,0
30650,SEXUAL_WORD,,,,0
30651,SEXUAL_WORD,,,,0
30652,SEXUAL_WORD,,,,0
30653,SEXUAL_WORD,,,,0
30654,SEXUAL_WORD,,,,0
30655,SEXUAL_WORD,,,,0
30656,SEXUAL_WORD,,,,0
30657,SEXUAL_WORD,,,,0
30658,SEXUAL_WORD,,,,0
30659,SEXUAL_WORD,,,,0
30660,SEXUAL_WORD,,,,0
30661,SEXUAL_WORD,,,,0
30662,SEXUAL_WORD,,,,0
30663,SEXUAL_WORD,,,,0
30664,SEXUAL_WORD,,,,0
30665,SEXUAL_WORD,,,,0
30666,SEXUAL_WORD,,,,0
30667,SEXUAL_WORD,,,,0
30668,SEXUAL_WORD,,,,0
30669,SEXUAL_WORD,,,,0
30670,SEXUAL_WORD,,,,0
30671,SEXUAL_WORD,,,,0
30672,SEXUAL_WORD,,,,0
30673,SEXUAL_WORD,,,,0
30674,SEXUAL_WORD,,,,0
30675,SEXUAL_WORD,,,,0
30676,SEXUAL_WORD,,,,0
30677,SEXUAL_WORD,,,,0
30678,SEXUAL_WORD,,,,0
30679,SEXUAL_WORD,,,,0
30680,SEXUAL_WORD,,,,0
30681,SEXUAL_WORD,,,,0
30682,SEXUAL_WORD,,,,0
30683,SEXUAL_WORD,,,,0
30684,SEXUAL_WORD,,,,0
30685,SEXUAL_WORD,,,,0
30686,SEXUAL_WORD,,,,0
30687,SEXUAL_WORD,,,,0
30688,SEXUAL_WORD,,,,0
30689,SEXUAL_WORD,,,,0
30690,SEXUAL_WORD,,,,0
30691,SEXUAL_WORD,,,,0
30692,SEXUAL_WORD,,,,0
30693,SEXUAL_WORD,,,,0
30694,SEXUAL_WORD,,,,0
30695,SEXUAL_WORD,,,,0
30696,SEXUAL_WORD,,,,0
30697,SEXUAL_WORD,,,,0
30698,SEXUAL_WORD,,,,0
30699,SEXUAL_WORD,,,,0
30700,SEXUAL_WORD,,,,0
30701,SEXUAL_WORD,,,,0
30702,SEXUAL_WORD,,,,0
30703,SEXUAL_WORD,,,,0
30704,SEXUAL_WORD,,,,0
30705,SEXUAL_WORD,,,,0
30706,SEXUAL_WORD,,,,0
30707,SEXUAL_WORD,,,,0
30708,SEXUAL_WORD,,,,0
30709,SEXUAL_WORD,,,,0
30710,SEXUAL_WORD,,,,0
30711,SEXUAL_WORD,,,,0
30712,SEXUAL_WORD,,,,0
30713,SEXUAL_WORD,,,,0
30714,SEXUAL_WORD,,,,0
30715,SEXUAL_WORD,,,,0
30716,SEXUAL_WORD,,,,0
30717,SEXUAL_WORD,,,,0
30718,SEXUAL_WORD,,,,0
30719,SEXUAL_WORD,,,,0
30720,SEXUAL_WORD,,,,0
30721,SEXUAL_WORD,,,,0
30722,SEXUAL_WORD,,,,0
30723,SEXUAL_WORD,,,,0
30724,SEXUAL_WORD,,,,0
30725,SEXUAL_WORD,,,,0
30726,SEXUAL_WORD,,,,0
30727,SEXUAL_WORD,,,,0
30728,SEXUAL_WORD,,,,0
30729,SEXUAL_WORD,,,,0
30730,SEXUAL_WORD,,,,0
30731,SEXUAL_WORD,,,,0
30732,SEXUAL_WORD,,,,0
30733,SEXUAL_WORD,,,,0
30734,SEXUAL_WORD,,,,0
30735,SEXUAL_WORD,,,,0
30736,SEXUAL_WORD,,,,0
30737,SEXUAL_WORD,,,,0
30738,SEXUAL_WORD,,,,0
30739,SEXUAL_WORD,,,,0
30740,SEXUAL_WORD,,,,0
30741,SEXUAL_WORD,,,,0
30742,SEXUAL_WORD,,,,0
30743,SEXUAL_WORD,,,,0
30744,SEXUAL_WORD,,,,0
30745,SEXUAL_WORD,,,,0
30746,SEXUAL_WORD,,,,0
30747,SEXUAL_WORD,,,,0
30748,SEXUAL_WORD,,,,0
30749,SEXUAL_WORD,,,,0
30750,SEXUAL_WORD,,,,0
30751,SEXUAL_WORD,,,,0
30752,SEXUAL_WORD,,,,0
30753,SEXUAL_WORD,,,,0
30754,SEXUAL_WORD,,,,0
30755,SEXUAL_WORD,,,,0
30756,SEXUAL_WORD,,,,0
30757,SEXUAL_WORD,,,,0
30758,SEXUAL_WORD,,,,0
30759,SEXUAL_WORD,,,,0
30760,SEXUAL_WORD,,,,0
30761,SEXUAL_WORD,,,,0
30762,SEXUAL_WORD,,,,0
30763,SEXUAL_WORD,,,,0
30764,SEXUAL_WORD,,,,0
30765,SEXUAL_WORD,,,,0
30766,SEXUAL_WORD,,,,0
30767,SEXUAL_WORD,,,,0
30768,SEXUAL_WORD,,,,0
30769,SEXUAL_WORD,,,,0
30770,SEXUAL_WORD,,,,0
30771,SEXUAL_WORD,,,,0
30772,SEXUAL_WORD,,,,0
30773,SEXUAL_WORD,,,,0
30774,SEXUAL_WORD,,,,0
30775,SEXUAL_WORD,,,,0
30776,SEXUAL_WORD,,,,0
30777,SEXUAL_WORD,,,,0
30778,SEXUAL_WORD,,,,0
30779,SEXUAL_WORD,,,,0
30780,SEXUAL_WORD,,,,0
30781,SEXUAL_WORD,,,,0
30782,SEXUAL_WORD,,,,0
30783,SEXUAL_WORD,,,,0
30784,SEXUAL_WORD,,,,0
30785,SEXUAL_WORD,,,,0
30786,SEXUAL_WORD,,,,0
30787,SEXUAL_WORD,,,,0
30788,SEXUAL_WORD,,,,0
30789,SEXUAL_WORD,,,,0
30790,SEXUAL_WORD,,,,0
30791,SEXUAL_WORD,,,,0
30792,SEXUAL_WORD,,,,0
30793,SEXUAL_WORD,,,,0
30794,SEXUAL_WORD,,,,0
30795,SEXUAL_WORD,,,,0
30796,SEXUAL_WORD,,,,0
30797,SEXUAL_WORD,,,,0
30798,SEXUAL_WORD,,,,0
30799,SEXUAL_WORD,,,,0
30800,SEXUAL_WORD,,,,0
30801,SEXUAL_WORD,,,,0
30802,SEXUAL_WORD,,,,0
30803,SEXUAL_WORD,,,,0
30804,SEXUAL_WORD,,,,0
30805,SEXUAL_WORD,,,,0
30806,SEXUAL_WORD,,,,0
30807,SEXUAL_WORD,,,,0
30808,SEXUAL_WORD,,,,0
30809,SEXUAL_WORD,,,,0
30810,SEXUAL_WORD,,,,0
30811,SEXUAL_WORD,,,,0
30812,SEXUAL_WORD,,,,0
30813,SEXUAL_WORD,,,,0
30814,SEXUAL_WORD,,,,0
30815,SEXUAL_WORD,,,,0
30816,SEXUAL_WORD,,,,0
30817,SEXUAL_WORD,,,,0
30818,SEXUAL_WORD,,,,0
30819,SEXUAL_WORD,,,,0
30820,SEXUAL_WORD,,,,0
30821,SEXUAL_WORD,,,,0
30822,SEXUAL_WORD,,,,0
30823,SEXUAL_WORD,,,,0
30824,SEXUAL_WORD,,,,0
30825,SEXUAL_WORD,,,,0
30826,SEXUAL_WORD,,,,0
30827,SEXUAL_WORD,,,,0
30828,SEXUAL_WORD,,,,0
30829,SEXUAL_WORD,,,,0
30830,SEXUAL_WORD,,,,0
30831,SEXUAL_WORD,,,,0
30832,SEXUAL_WORD,,,,0
30833,SEXUAL_WORD,,,,0
30834,SEXUAL_WORD,,,,0
30835,SEXUAL_WORD,,,,0
30836,SEXUAL_WORD,,,,0
30837,SEXUAL_WORD,,,,0
30838,SEXUAL_WORD,,,,0
30839,SEXUAL_WORD,,,,0
30840,SEXUAL_WORD,,,,0
30841,SEXUAL_WORD,,,,0
30842,SEXUAL_WORD,,,,0
30843,SEXUAL_WORD,,,,0
30844,SEXUAL_WORD,,,,0
30845,SEXUAL_WORD,,,,0
30846,SEXUAL_WORD,,,,0
30847,SEXUAL_WORD,,,,0
30848,SEXUAL_WORD,,,,0
30849,SEXUAL_WORD,,,,0
30850,SEXUAL_WORD,,,,0
30851,SEXUAL_WORD,,,,0
30852,SEXUAL_WORD,,,,0
30853,SEXUAL_WORD,,,,0
30854,SEXUAL_WORD,,,,0
30855,SEXUAL_WORD,,,,0
30856,SEXUAL_WORD,,,,0
30857,SEXUAL_WORD,,,,0
30858,SEXUAL_WORD,,,,0
30859,SEXUAL_WORD,,,,0
30860,SEXUAL_WORD,,,,0
30861,SEXUAL_WORD,,,,0
30862,SEXUAL_WORD,,,,0
30863,SEXUAL_WORD,,,,0
30864,SEXUAL_WORD,,,,0
30865,SEXUAL_WORD,,,,0
30866,SEXUAL_WORD,,,,0
30867,SEXUAL_WORD,,,,0
30868,SEXUAL_WORD,,,,0
30869,SEXUAL_WORD,,,,0
30870,SEXUAL_WORD,,,,0
30871,SEXUAL_WORD,,,,0
30872,SEXUAL_WORD,,,,0
30873,SEXUAL_WORD,,,,0
30874,SEXUAL_WORD,,,,0
30875,SEXUAL_WORD,,,,0
30876,SEXUAL_WORD,,,,0
30877,SEXUAL_WORD,,,,0
30878,SEXUAL_WORD,,,,0
30879,SEXUAL_WORD,,,,0
30880,SEXUAL_WORD,,,,0
30881,SEXUAL_WORD,,,,0
30882,SEXUAL_WORD,,,,0
30883,SEXUAL_WORD,,,,0
30884,SEXUAL_WORD,,,,0
30885,SEXUAL_WORD,,,,0
30886,SEXUAL_WORD,,,,0
30887,SEXUAL_WORD,,,,0
30888,SEXUAL_WORD,,,,0
30889,SEXUAL_WORD,,,,0
30890,SEXUAL_WORD,,,,0
30891,SEXUAL_WORD,,,,0
30892,SEXUAL_WORD,,,,0
30893,SEXUAL_WORD,,,,0
30894,SEXUAL_WORD,,,,0
30895,SEXUAL_WORD,,,,0
30896,SEXUAL_WORD,,,,0
30897,SEXUAL_WORD,,,,0
30898,SEXUAL_WORD,,,,0
30899,SEXUAL_WORD,,,,0
30900,SEXUAL_WORD,,,,0
30901,SEXUAL_WORD,,,,0
30902,SEXUAL_WORD,,,,0
30903,SEXUAL_WORD,,,,0
30904,SEXUAL_WORD,,,,0
30905,SEXUAL_WORD,,,,0
30906,SEXUAL_WORD,,,,0
30907,SEXUAL_WORD,,,,0
30908,SEXUAL_WORD,,,,0
30909,SEXUAL_WORD,,,,0
30910,SEXUAL_WORD,,,,0
30911,SEXUAL_WORD,,,,0
30912,SEXUAL_WORD,,,,0
30913,SEXUAL_WORD,,,,0
30914,SEXUAL_WORD,,,,0
30915,SEXUAL_WORD,,,,0
30916,SEXUAL_WORD,,,,0
30917,SEXUAL_WORD,,,,0
30918,SEXUAL_WORD,,,,0
30919,SEXUAL_WORD,,,,0
30920,SEXUAL_WORD,,,,0
30921,SEXUAL_WORD,,,,0
30922,SEXUAL_WORD,,,,0
30923,SEXUAL_WORD,,,,0
30924,SEXUAL_WORD,,,,0
30925,SEXUAL_WORD,,,,0
30926,SEXUAL_WORD,,,,0
30927,SEXUAL_WORD,,,,0
30928,SEXUAL_WORD,,,,0
30929,SEXUAL_WORD,,,,0
30930,SEXUAL_WORD,,,,0
30931,SEXUAL_WORD,,,,0
30932,SEXUAL_WORD,,,,0
30933,SEXUAL_WORD,,,,0
30934,SEXUAL_WORD,,,,0
30935,SEXUAL_WORD,,,,0
30936,SEXUAL_WORD,,,,0
30937,SEXUAL_WORD,,,,0
30938,SEXUAL_WORD,,,,0
30939,SEXUAL_WORD,,,,0
30940,SEXUAL_WORD,,,,0
30941,SEXUAL_WORD,,,,0
30942,SEXUAL_WORD,,,,0
30943,SEXUAL_WORD,,,,0
30944,SEXUAL_WORD,,,,0
30945,SEXUAL_WORD,,,,0
30946,SEXUAL_WORD,,,,0
30947,SEXUAL_WORD,,,,0
30948,SEXUAL_WORD,,,,0
30949,SEXUAL_WORD,,,,0
30950,SEXUAL_WORD,,,,0
30951,SEXUAL_WORD,,,,0
30952,SEXUAL_WORD,,,,0
30953,SEXUAL_WORD,,,,0
30954,SEXUAL_WORD,,,,0
30955,SEXUAL_WORD,,,,0
30956,SEXUAL_WORD,,,,0
30957,SEXUAL_WORD,,,,0
30958,SEXUAL_WORD,,,,0
30959,SEXUAL_WORD,,,,0
30960,SEXUAL_WORD,,,,0
30961,SEXUAL_WORD,,,,0
30962,SEXUAL_WORD,,,,0
30963,SEXUAL_WORD,,,,0
30964,SEXUAL_WORD,,,,0
30965,SEXUAL_WORD,,,,0
30966,SEXUAL_WORD,,,,0
30967,SEXUAL_WORD,,,,0
30968,SEXUAL_WORD,,,,0
30969,SEXUAL_WORD,,,,0
30970,SEXUAL_WORD,,,,0
30971,SEXUAL_WORD,,,,0
30972,SEXUAL_WORD,,,,0
30973,SEXUAL_WORD,,,,0
30974,SEXUAL_WORD,,,,0
30975,SEXUAL_WORD,,,,0
30976,SEXUAL_WORD,,,,0
30977,SEXUAL_WORD,,,,0
30978,SEXUAL_WORD,,,,0
30979,SEXUAL_WORD,,,,0
30980,SEXUAL_WORD,,,,0
30981,SEXUAL_WORD,,,,0
30982,SEXUAL_WORD,,,,0
30983,SEXUAL_WORD,,,,0
30984,SEXUAL_WORD,,,,0
30985,SEXUAL_WORD,,,,0
30986,SEXUAL_WORD,,,,0
30987,SEXUAL_WORD,,,,0
30988,SEXUAL_WORD,,,,0
30989,SEXUAL_WORD,,,,0
30990,SEXUAL_WORD,,,,0
30991,SEXUAL_WORD,,,,0
30992,SEXUAL_WORD,,,,0
30993,SEXUAL_WORD,,,,0
30994,SEXUAL_WORD,,,,0
30995,SEXUAL_WORD,,,,0
30996,SEXUAL_WORD,,,,0
30997,SEXUAL_WORD,,,,0
30998,SEXUAL_WORD,,,,0
30999,SEXUAL_WORD,,,,0
31000,SEXUAL_WORD,,,,0
31001,SEXUAL_WORD,,,,0
31002,SEXUAL_WORD,,,,0
31003,SEXUAL_WORD,,,,0
